Year,Lobbyist Name,Principal,Lobbyist’s Firm,Additional Lobbyists,Lobbying Matter,First Half (Jan1 – June 30),Second Half (July1 – DEC 31),Reference URL for First Half,Reference URL for Second Half
2019,Heather Dlhopolsky,The NRP Group LLC,Linowes and Blocher LLP,,8040 13th Street Property,0.00,2520.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2287,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2287
2020,Roger P Manno,Steamfitters UA Local 602,Manno & Associates LLC,,"Matters generally relating to collective bargaining, project labor agreements, community benefit agreements, apprenticeship training, pensions and benefits, procurement, construction and infrastructure, and wage theft",0.00,18125.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2396,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2396
2024,Roger Manno,Mechanical Contractors Association of Metropolitan,Manno & Associates LLC,,"Matters generally relating to union construction contracting, prevailing wages, project labor agreements, workplace fraud, wage theft, misclassification, etc.",0.00,12500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2917,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2917
2020,Andrea Mansfield,NaphCare Inc.,Manis Canning & Associates,,Assisting with efforts to secure correctional health services contracts,0.00,2500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2417,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2417
2022,Brian Gordon,Apartment and Office Building Association (AOBA) o,Apartment and Office Building Association (AOBA) o,"Margaret O. ""Peggy"" Jeffers","All matters pertaining to the development and management of commercial and multifamily rental property to include legislation and regulation affecting environmental matters, general business, housing, landlord/tenant interaction, building codes, local government authority, land use, planning, taxes, transportation and utilities.,Expedited Bill 22-22",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2719,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2719
2016,Stacy P. Silber,"6801 Wisconsin, LLC","Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",2450.00,3185.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=576,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=576
2017,Robert J. Garagiola,"Fraternal Order of Police, Lodge 35 Montgomery Cou","Alexander & Cleaver, P.A.",,"Lobby general assembly, collective bargaining.",1458.00,250.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=936,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=936
2023,Chris Gillis,Montgomery Housing Partnership,Montgomery Housing Partnership,"Rob Goldman, Amee Bearne",Funding for affordable housing and issues pertaining to building codes.,12651.00,10728.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2823,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2823
2023,Charles William Frick,Baltimore Gas and Electric Company,"The Frick Firm, LLC",,Matters affecting public utilities and energy services.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2809,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2809
2017,Robert J. Garagiola,"Telaforce, LLC","Alexander & Cleaver, P.A.",,Lobbying state and local government relative to procurement.,125.00,1500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=928,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=928
2017,"Nancy P. Regelin, Esquire","Lois Wheaton, LLC","Shulman, Rogers, Gandal, Pordy & Ecker, P.A.","Lawrence A. Shulman, Esquire",Glenmont Redevelopment.,585.00,62.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=860,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=860
2017,Gerard Evans,"Atlantic Recycling Group, LLC","Gerard E. Evans, Ltd.","Hayley Evans, Rachel Burch",Any and all matters affecting the scrap and metal recycling industry.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=877,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=877
2016,Robert R. Harris,Carr Properties,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",1560.00,2275.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=548,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=548
2019,Steven Silverman,Camalier Limited Partnership,SSGOVRELATIONS,,Real estate,6250.00,6250.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2223,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2223
2019,"Nancy P. Regelin, Esquire","Marriott International, Inc.","Shulman, Rogers, Gandal, Pordy & Ecker, P.A.",,Building code regulations.,2939.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2189,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2189
2016,Robert R. Harris,"Battery Lane Enterprises I & II, LP","Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=570,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=570
2015,Jonathan Sachs,Adventist HealthCare,Adventist HealthCare,,Healthcare related issues,593.00,511.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=353,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=353
2019,Robert Zinsmeister,ABC of Metro Washington,ABC of Metro Washington,,"Procurement, Labor/Management, Prevailing Wage, Project Labor Agreements, Bi-County Agencies, Apprenticeship, Family Medical Leave, Workers' Compensation",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2165,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2165
2013,Robert Stewart,UFCW Local 1994 MCGEO,UFCW Local 1994,"Gino Renne, Yvette Cuffie, Josh Ardison, Amy Millar, Nelvin Ransome, Erin Yeagley, Lisa Blackwell",We are a labor union engaged in on-going lobbying on matters effecting our members interests before the Montgomery County Council.,0.00,1692.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=142,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=142
2015,"Robert G. Brewer, Jr.",Bernstein Management Corporation,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters",0.00,1606.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=470,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=470
2017,Stephen J. Orens,"Barnesville Oak Farms, LLC","McMillan Metro, PC",,Zoning Text Amendment 16-02 and related legislative matters.,125.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=888,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=888
2018,Barbara Zektick,City of Takoma Park,"Alexander & CLeaver, P.A.",,Any and all legislation which affects the municipality of Takoma Park.,0.00,125.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2135,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2135
2013,Ellen Coren Bogage,"Shapiro, Lifschitz & Schram PA",Chesapeake Public Strategies,,Issues related to Silver Spring Transit Center,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=87,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=87
2019,Andrew Nicklas,"Adventist HealthCare, Inc.","Adventist HealthCare, Inc.",,"Issues related to health, healthcare, business development, land use, transportation, taxes, economics, budgets, social issues and employment.",5000.00,5000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2213,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2213
2022,Barbara Sears,Crescent Communities,Miles & Stockbridge P.C.,,NOVEL Bethesda,0.00,2644.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2761,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2761
2013,Ronald W. Wineholt,Apartment & Office Building Association,Apartment & Office Building Association,,"Real Estate Issues
Utility Issues",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=33,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=33
2024,Steve silverman,"Guardian Realty management,Inc.","SSGOVRELATIONS,LLC",,Real estate matters,17500.00,17500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2932,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2932
2017,Emily Hovermale,The Humane Society of the United States,The Humane Society of the United States,Paul Shapiro,Exotic animal acts prohibition,1584.00,3312.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=950,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=950
2015,"Robert G. Brewer, Jr.",CAP-Park Bethesda LLC,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",867.00,1173.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=479,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=479
2020,Robert R. Harris,Elm Street Development,"Lerch, Early & Brewer, Chtd.",,To seek revisions to the MPDU legislation.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2325,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2325
2025,Victoria Leonard,Baltimore DC Building Trades,Mintwood Strategic Consulting,,Labor matters,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=3035,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=3035
2015,Ashlie Bagwell,Montgomery County Farm Bureau,Harris Jones & Malone,,Council Bill 52-14 - Pesticides - Notice Requirement - Non-Essential Pesticides - Prohibition,4000.00,8000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=473,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=473
2017,Timothy Eden,Starr Capital LLC,Starr Capital LLC,,Bethesda Sector Plan,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2121,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2121
2014,David L. Winstead,White Flint Partnership,Ballard Spahr LLP,,transportation funding matters;implementation of public-private transportation system,7807.00,37812.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=211,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=211
2014,Steven A. Robins,Cassidian Communications,"Lerch, Early & Brewer, Chartered",,Matters related to procurement of public safety communications services; land use and real estate matters.,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=259,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=259
2022,Roger Manno,Mechanical Contractors Association of Metropolitan,Manno & Associates LLC,,"Matters generally relating to union construction contracting, prevailing wages, project labor agreements, workplace fraud, wage theft, misclassification, etc.",18125.00,18125.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2600,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2600
2023,Steve Silverman,Davis Bros. Montgomery Farm,"SSGOVRELATIONS,LLC",,Real estate matters,0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2777,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2777
2023,Steve Silverman,"Silver Spring Extra Space, LLC",SSGOVRELATIONS LLC,,Real estate matters,0.00,3400.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2786,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2786
2022,Elizabeth C. Rogers,Arlington Partnership for Affordable Housing,"Lerch, Early & Brewer, Chtd.",,"Silver Spring Downtown and Adjacent Communities Plan, ZTA 22-03 Downtown Silver Spring Overlay Zone and the applicable Sectional Map Amendment.",835.00,208.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2713,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2713
2017,"Robert G. Brewer, Jr.","Adventist HealthCare, Inc.","Lerch, Early & Brewer, Chtd.",,"Regulatory activities affecting Shady Grove Life Sciences Center, Washington Adventist Hospital campus in Takoma Park, Maryland, and Eastern Montgomery Count Master Plan.",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=777,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=777
2023,Steve Silverman,The NonProfit Village,SSGOVRELATIONS LLC,,Financial support,5000.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2787,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2787
2016,Heather Dlhopolsky,"St. John's Episcopal Church, Norwood Parish",Linowes and Blocher LLP,,Downtown Bethesda Sector Plan Amendment,2792.00,2214.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=713,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=713
2017,Steven A. Silverman,CP 7272 Wisconsin Avenue LLC,"SSGOVRELATIONS, LLC",,Real estate,12500.00,12500.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=856,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=856
2018,Robert R. Harris,"Winchester Homes, Inc.","Lerch, Early & Brewer, Chtd.",,Land use approvals.,0.00,6377.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=1059,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=1059
2017,Stacy P. Silber,The Harvey Companies,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans, and general land use matters.",3550.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=800,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=800
2021,Barbara A. Sears,Bethmont LLC,Miles & Stockbridge P.C.,Phillip A. Hummel,Bethesda Property,0.00,1250.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2563,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2563
2018,Rick Abbruzzese,Bird Rides Incorporated,KO Public Affairs,,dockless scooter program,0.00,2000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2162,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2162
2022,Roger Manno,UA Steamfitters Local 602,Manno & Associates LLC,,"Matters generally relating to union construction contracting, prevailing wages, project labor agreements, workplace fraud, wage theft, misclassification, etc.",18125.00,18125.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2607,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2607
2021,"Nancy P. Regelin, Esquire",Aldon Management Corp.,"Shulman, Rogers, Gandal, Pordy & Ecker, P.A.",,General regulatory and legislative matters relating to development and housing.,498.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2443,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2443
2015,Steven Silverman,"Washington Properties, Inc","SSGOVRELATIONS,LLC",,General real estate matters,12499.00,12499.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=448,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=448
2021,Jena Collins,Apple Inc.,Apple Inc.,,Matters pertaining to technology.,0.00,124.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2560,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2560
2023,Gerard Evans,"VESTA Solutions, Inc.","Evans & Associates, LLC",Hayley Evans,"Procurement, Telecommunications, Radios, and Public Safety",0.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2811,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2811
2021,Robert Garagiola,"Coalition for Community Solar Access, Inc.","Compass Government Relations Partners, LLC",,"Clean Energy,Community Solar Development",2000.00,0.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2523,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2523
2016,Steven Silverman,WILLCO,"SSGOVRELATIONS,LLC",,Real estate,25000.00,20833.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=655,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=655
2016,Robert J. Garagiola,"Fraternal Order of Police Lodge 35, Montgomey Coun","Alexander & Cleaver, P.A.",,Lobby General Assembly; Collective bargaining.,0.00,1000.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=716,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=716
2019,Timothy Dugan,Bullis Tract LLC,"Shulman, Rogers, Gandal, Pordy & Ecker, P.A.",,Veirs Mill Corridor Master Plan,38308.00,2216.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=2260,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=2260
2017,Patrick L. O'Neil,Davis Family,"Lerch, Early & Brewer, Chtd.",,"Zoning, master plans and general land use matters including the Rock Spring Master Plan.",255.00,850.00,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=1&id=943,https://www2.montgomerycountymd.gov/Lobbyist/ViewReportingPublic.aspx?qtr=2&id=943
